Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Transcription_Factor_PPIs	TFAP2A	1/46	3.616605e-01	4.148458e-01	0	0	2.275302e+00	2.314095e+00	ELAVL1
Transcription_Factor_PPIs	ATF3	1/46	3.616605e-01	4.148458e-01	0	0	2.275302e+00	2.314095e+00	HDAC2
Transcription_Factor_PPIs	CREB1	2/134	3.739688e-01	4.240261e-01	0	0	1.552557e+00	1.527069e+00	HDAC2;RBBP4
Transcription_Factor_PPIs	JUNB	1/48	3.740127e-01	4.240261e-01	0	0	2.178260e+00	2.142244e+00	TCERG1
Transcription_Factor_PPIs	ELK1	1/49	3.800994e-01	4.284358e-01	0	0	2.132772e+00	2.063078e+00	ELAVL1
Transcription_Factor_PPIs	SMC3	2/137	3.843310e-01	4.302560e-01	0	0	1.517824e+00	1.451421e+00	HDAC2;RAE1
Transcription_Factor_PPIs	MEF2C	1/50	3.861272e-01	4.302560e-01	0	0	2.089140e+00	1.988002e+00	SPTBN1
Transcription_Factor_PPIs	HNF1A	1/52	3.980084e-01	4.409752e-01	0	0	2.007010e+00	1.849022e+00	SRSF7
Transcription_Factor_PPIs	CEBPB	2/142	4.014348e-01	4.422587e-01	0	0	1.463244e+00	1.335518e+00	SMARCC1;ELAVL1
Transcription_Factor_PPIs	RAD21	3/237	4.045120e-01	4.431452e-01	0	0	1.313733e+00	1.189026e+00	SNW1;SMC3;KPNB1
Transcription_Factor_PPIs	CTCF	1/60	4.432887e-01	4.829123e-01	0	0	1.734171e+00	1.410807e+00	SMC3
Transcription_Factor_PPIs	UBTF	1/61	4.487051e-01	4.860972e-01	0	0	1.705181e+00	1.366514e+00	ACTN4
Transcription_Factor_PPIs	TBP	2/160	4.610286e-01	4.966883e-01	0	0	1.295359e+00	1.002990e+00	PSMC5;ELAVL1
Transcription_Factor_PPIs	TAF1	2/171	4.957175e-01	5.311259e-01	0	0	1.210367e+00	8.493741e-01	SRP72;DIS3
Transcription_Factor_PPIs	IRF3	1/75	5.192521e-01	5.533015e-01	0	0	1.381599e+00	9.054527e-01	GSS
Transcription_Factor_PPIs	NFE2	1/77	5.285684e-01	5.601676e-01	0	0	1.345105e+00	8.576162e-01	PLRG1
Transcription_Factor_PPIs	CCNE1	1/82	5.510807e-01	5.808688e-01	0	0	1.261754e+00	7.518465e-01	SMARCC1
Transcription_Factor_PPIs	NCOA1	1/89	5.808121e-01	6.089159e-01	0	0	1.160975e+00	6.307902e-01	SNW1
Transcription_Factor_PPIs	SIRT3	1/95	6.047315e-01	6.306024e-01	0	0	1.086540e+00	5.464975e-01	SMARCC1
Transcription_Factor_PPIs	MAX	1/96	6.085839e-01	6.312439e-01	0	0	1.075048e+00	5.338907e-01	FUS
Transcription_Factor_PPIs	ETS1	1/102	6.309263e-01	6.509557e-01	0	0	1.010876e+00	4.655752e-01	ELAVL1
Transcription_Factor_PPIs	HSF1	1/109	6.553935e-01	6.726407e-01	0	0	9.450201e-01	3.992895e-01	HDAC2
Transcription_Factor_PPIs	EP300	4/473	6.767212e-01	6.908934e-01	0	0	8.680058e-01	3.389527e-01	MDC1;HDAC2;SNW1;CD44
Transcription_Factor_PPIs	JUN	2/248	6.961565e-01	7.070339e-01	0	0	8.282520e-01	2.999770e-01	HDAC2;HCFC1
Transcription_Factor_PPIs	HIF1A	1/126	7.083020e-01	7.156419e-01	0	0	8.157927e-01	2.813545e-01	HDAC2
Transcription_Factor_PPIs	SMAD1	1/192	8.474894e-01	8.518579e-01	0	0	5.321054e-01	8.805115e-02	SF3B2
Transcription_Factor_PPIs	AR	1/271	9.300232e-01	9.300232e-01	0	0	3.748993e-01	2.719736e-02	SMARCC1
